Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
qc | fastqc-novaseq | Plate_5_A3_22NG7YLT3_S177_L008_R2_001	Plate_5_A3_22NG7YLT3_S177_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	463484.0	0.0	151.0	60.0	37.26524964361354	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A4_22NG7YLT3_S249_L008_R1_001	Plate_5_A4_22NG7YLT3_S249_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	152623.0	0.0	151.0	62.0	46.34688087640788	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A4_22NG7YLT3_S249_L008_R2_001	Plate_5_A4_22NG7YLT3_S249_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	152623.0	0.0	151.0	60.0	47.26220818618426	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A5_22NG7YLT3_S321_L008_R1_001	Plate_5_A5_22NG7YLT3_S321_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	429234.0	0.0	151.0	66.0	33.8282645988022	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A5_22NG7YLT3_S321_L008_R2_001	Plate_5_A5_22NG7YLT3_S321_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	429234.0	0.0	151.0	61.0	33.86577314580984	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A6_22NG7YLT3_S393_L008_R1_001	Plate_5_A6_22NG7YLT3_S393_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38655.0	0.0	151.0	71.0	23.58297762255853	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A6_22NG7YLT3_S393_L008_R2_001	Plate_5_A6_22NG7YLT3_S393_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38655.0	0.0	151.0	64.0	25.386107877376794	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A7_22NG7YLT3_S465_L008_R1_001	Plate_5_A7_22NG7YLT3_S465_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	301909.0	0.0	151.0	66.0	51.763601885647745	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A7_22NG7YLT3_S465_L008_R2_001	Plate_5_A7_22NG7YLT3_S465_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	301909.0	0.0	151.0	61.0	46.5954067766485	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A8_22NG7YLT3_S532_L008_R1_001	Plate_5_A8_22NG7YLT3_S532_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	342744.0	0.0	151.0	66.0	31.510690454782754	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A8_22NG7YLT3_S532_L008_R2_001	Plate_5_A8_22NG7YLT3_S532_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	342744.0	0.0	151.0	60.0	30.32393006513963	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A9_22NG7YLT3_S596_L008_R1_001	Plate_5_A9_22NG7YLT3_S596_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	439417.0	0.0	151.0	60.0	46.71036403189274	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_A9_22NG7YLT3_S596_L008_R2_001	Plate_5_A9_22NG7YLT3_S596_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	439417.0	0.0	151.0	59.0	44.741246329423305	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_B10_22NG7YLT3_S661_L008_R1_001	Plate_5_B10_22NG7YLT3_S661_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	580412.0	0.0	151.0	65.0	30.774955749927297	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B10_22NG7YLT3_S661_L008_R2_001	Plate_5_B10_22NG7YLT3_S661_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	580412.0	0.0	151.0	62.0	29.161311947582714	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_B11_22NG7YLT3_S725_L008_R1_001	Plate_5_B11_22NG7YLT3_S725_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	392632.0	0.0	151.0	65.0	38.49286555919054	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B11_22NG7YLT3_S725_L008_R2_001	Plate_5_B11_22NG7YLT3_S725_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	392632.0	0.0	151.0	63.0	34.14810135749302	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_B12_22NG7YLT3_S789_L008_R1_001	Plate_5_B12_22NG7YLT3_S789_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	455228.0	0.0	151.0	62.0	46.51186740186349	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B12_22NG7YLT3_S789_L008_R2_001	Plate_5_B12_22NG7YLT3_S789_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	455228.0	0.0	151.0	61.0	47.19988353924887	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_B1_22NG7YLT3_S34_L008_R1_001	Plate_5_B1_22NG7YLT3_S34_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	260489.0	0.0	151.0	62.0	36.17043330044647	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B1_22NG7YLT3_S34_L008_R2_001	Plate_5_B1_22NG7YLT3_S34_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	260489.0	0.0	151.0	61.0	32.17909393486865	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_B2_22NG7YLT3_S106_L008_R1_001	Plate_5_B2_22NG7YLT3_S106_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	488606.0	0.0	151.0	64.0	37.748607590443015	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B2_22NG7YLT3_S106_L008_R2_001	Plate_5_B2_22NG7YLT3_S106_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	488606.0	0.0	151.0	62.0	39.686695281184804	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B3_22NG7YLT3_S178_L008_R1_001	Plate_5_B3_22NG7YLT3_S178_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	763034.0	0.0	151.0	63.0	33.76790139933641	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B3_22NG7YLT3_S178_L008_R2_001	Plate_5_B3_22NG7YLT3_S178_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	763034.0	0.0	151.0	60.0	44.54156587654797	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_B4_22NG7YLT3_S250_L008_R1_001	Plate_5_B4_22NG7YLT3_S250_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	225346.0	0.0	151.0	61.0	44.39570782296768	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B4_22NG7YLT3_S250_L008_R2_001	Plate_5_B4_22NG7YLT3_S250_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	225346.0	0.0	151.0	62.0	43.658640490623306	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_B5_22NG7YLT3_S322_L008_R1_001	Plate_5_B5_22NG7YLT3_S322_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	433467.0	0.0	151.0	66.0	32.366096656292584	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B5_22NG7YLT3_S322_L008_R2_001	Plate_5_B5_22NG7YLT3_S322_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	433467.0	0.0	151.0	63.0	30.927552379525373	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_B6_22NG7YLT3_S394_L008_R1_001	Plate_5_B6_22NG7YLT3_S394_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	605577.0	0.0	151.0	63.0	36.76002509713705	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B6_22NG7YLT3_S394_L008_R2_001	Plate_5_B6_22NG7YLT3_S394_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	605577.0	0.0	151.0	60.0	40.863137109696076	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_B7_22NG7YLT3_S466_L008_R1_001	Plate_5_B7_22NG7YLT3_S466_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	554882.0	0.0	151.0	68.0	29.335417023843245	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B7_22NG7YLT3_S466_L008_R2_001	Plate_5_B7_22NG7YLT3_S466_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	554882.0	0.0	151.0	63.0	33.542396519706045	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_B8_22NG7YLT3_S533_L008_R1_001	Plate_5_B8_22NG7YLT3_S533_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	675441.0	0.0	151.0	66.0	32.88585162302825	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B8_22NG7YLT3_S533_L008_R2_001	Plate_5_B8_22NG7YLT3_S533_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	675441.0	0.0	151.0	62.0	37.170281921456315	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_B9_22NG7YLT3_S597_L008_R1_001	Plate_5_B9_22NG7YLT3_S597_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	645556.0	0.0	151.0	66.0	31.106201535797666	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_B9_22NG7YLT3_S597_L008_R2_001	Plate_5_B9_22NG7YLT3_S597_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	645556.0	0.0	151.0	63.0	32.7670499993269	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_C10_22NG7YLT3_S662_L008_R1_001	Plate_5_C10_22NG7YLT3_S662_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	146416.0	0.0	151.0	65.0	41.382772374603874	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C10_22NG7YLT3_S662_L008_R2_001	Plate_5_C10_22NG7YLT3_S662_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	146416.0	0.0	151.0	60.0	40.59119221942957	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C11_22NG7YLT3_S726_L008_R1_001	Plate_5_C11_22NG7YLT3_S726_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	263533.0	0.0	151.0	64.0	40.36011650647699	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C11_22NG7YLT3_S726_L008_R2_001	Plate_5_C11_22NG7YLT3_S726_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	263533.0	0.0	151.0	60.0	40.57515371012439	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C12_22NG7YLT3_S790_L008_R1_001	Plate_5_C12_22NG7YLT3_S790_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	222887.0	0.0	151.0	62.0	44.92907944809119	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C12_22NG7YLT3_S790_L008_R2_001	Plate_5_C12_22NG7YLT3_S790_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	222887.0	0.0	151.0	59.0	45.61206324868112	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C1_22NG7YLT3_S35_L008_R1_001	Plate_5_C1_22NG7YLT3_S35_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	541972.0	0.0	151.0	64.0	34.53796230312069	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C1_22NG7YLT3_S35_L008_R2_001	Plate_5_C1_22NG7YLT3_S35_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	541972.0	0.0	151.0	60.0	36.900952491299485	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_C2_22NG7YLT3_S107_L008_R1_001	Plate_5_C2_22NG7YLT3_S107_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	235040.0	0.0	151.0	65.0	29.9140571817563	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C2_22NG7YLT3_S107_L008_R2_001	Plate_5_C2_22NG7YLT3_S107_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	235040.0	0.0	151.0	61.0	32.57615724982982	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C3_22NG7YLT3_S179_L008_R1_001	Plate_5_C3_22NG7YLT3_S179_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	247546.0	0.0	151.0	66.0	26.578494502031948	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C3_22NG7YLT3_S179_L008_R2_001	Plate_5_C3_22NG7YLT3_S179_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	247546.0	0.0	151.0	61.0	30.41293335380091	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C4_22NG7YLT3_S251_L008_R1_001	Plate_5_C4_22NG7YLT3_S251_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2597.0	0.0	151.0	63.0	65.57566422795533	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C4_22NG7YLT3_S251_L008_R2_001	Plate_5_C4_22NG7YLT3_S251_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2597.0	0.0	151.0	62.0	67.57797458606085	151.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C5_22NG7YLT3_S323_L008_R1_001	Plate_5_C5_22NG7YLT3_S323_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	255183.0	0.0	151.0	64.0	37.366517362049976	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C5_22NG7YLT3_S323_L008_R2_001	Plate_5_C5_22NG7YLT3_S323_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	255183.0	0.0	151.0	60.0	38.379124001206975	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C6_22NG7YLT3_S395_L008_R1_001	Plate_5_C6_22NG7YLT3_S395_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6777.0	0.0	151.0	65.0	59.17072450936993	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C6_22NG7YLT3_S395_L008_R2_001	Plate_5_C6_22NG7YLT3_S395_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6777.0	0.0	151.0	61.0	60.24789729969012	151.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C7_22NG7YLT3_S467_L008_R1_001	Plate_5_C7_22NG7YLT3_S467_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	263664.0	0.0	151.0	63.0	41.851597640924375	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C7_22NG7YLT3_S467_L008_R2_001	Plate_5_C7_22NG7YLT3_S467_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	263664.0	0.0	151.0	58.0	43.456530002894354	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C8_22NG7YLT3_S534_L008_R1_001	Plate_5_C8_22NG7YLT3_S534_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	516869.0	0.0	151.0	55.0	67.01355425305336	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C8_22NG7YLT3_S534_L008_R2_001	Plate_5_C8_22NG7YLT3_S534_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	516869.0	0.0	151.0	55.0	66.78093103182829	151.0	pass	pass	pass	fail	warn	pass	pass	warn	fail	fail	warn
qc | fastqc-novaseq | Plate_5_C9_22NG7YLT3_S598_L008_R1_001	Plate_5_C9_22NG7YLT3_S598_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29114.0	0.0	151.0	65.0	40.4856769938861	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_C9_22NG7YLT3_S598_L008_R2_001	Plate_5_C9_22NG7YLT3_S598_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29114.0	0.0	151.0	62.0	40.4444597101051	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D10_22NG7YLT3_S663_L008_R1_001	Plate_5_D10_22NG7YLT3_S663_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	750076.0	0.0	151.0	64.0	34.19829226282073	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D10_22NG7YLT3_S663_L008_R2_001	Plate_5_D10_22NG7YLT3_S663_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	750076.0	0.0	151.0	59.0	40.376899271296274	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_D11_22NG7YLT3_S727_L008_R1_001	Plate_5_D11_22NG7YLT3_S727_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	405566.0	0.0	151.0	67.0	30.196079430951656	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D11_22NG7YLT3_S727_L008_R2_001	Plate_5_D11_22NG7YLT3_S727_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	405566.0	0.0	151.0	62.0	31.564817037103865	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D12_22NG7YLT3_S791_L008_R1_001	Plate_5_D12_22NG7YLT3_S791_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12067.0	0.0	151.0	65.0	60.32153807905859	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D12_22NG7YLT3_S791_L008_R2_001	Plate_5_D12_22NG7YLT3_S791_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12067.0	0.0	151.0	62.0	61.796635452059334	151.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D1_22NG7YLT3_S36_L008_R1_001	Plate_5_D1_22NG7YLT3_S36_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	814239.0	0.0	151.0	65.0	27.18308806264882	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D1_22NG7YLT3_S36_L008_R2_001	Plate_5_D1_22NG7YLT3_S36_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	814239.0	0.0	151.0	61.0	31.87790617891581	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_D2_22NG7YLT3_S108_L008_R1_001	Plate_5_D2_22NG7YLT3_S108_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	544708.0	0.0	151.0	66.0	30.741344653916542	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D2_22NG7YLT3_S108_L008_R2_001	Plate_5_D2_22NG7YLT3_S108_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	544708.0	0.0	151.0	61.0	33.80061685061398	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D3_22NG7YLT3_S180_L008_R1_001	Plate_5_D3_22NG7YLT3_S180_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	687440.0	0.0	151.0	66.0	29.462756716184792	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D3_22NG7YLT3_S180_L008_R2_001	Plate_5_D3_22NG7YLT3_S180_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	687440.0	0.0	151.0	61.0	29.995007741860945	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	pass
qc | fastqc-novaseq | Plate_5_D4_22NG7YLT3_S252_L008_R1_001	Plate_5_D4_22NG7YLT3_S252_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	194862.0	0.0	151.0	64.0	33.76902628526855	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D4_22NG7YLT3_S252_L008_R2_001	Plate_5_D4_22NG7YLT3_S252_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	194862.0	0.0	151.0	61.0	37.20735700136507	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D5_22NG7YLT3_S324_L008_R1_001	Plate_5_D5_22NG7YLT3_S324_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	562505.0	0.0	151.0	67.0	28.45783674970174	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D5_22NG7YLT3_S324_L008_R2_001	Plate_5_D5_22NG7YLT3_S324_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	562505.0	0.0	151.0	62.0	28.70616950271022	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_D6_22NG7YLT3_S396_L008_R1_001	Plate_5_D6_22NG7YLT3_S396_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	576102.0	0.0	151.0	64.0	37.734446152092225	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D6_22NG7YLT3_S396_L008_R2_001	Plate_5_D6_22NG7YLT3_S396_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	576102.0	0.0	151.0	60.0	36.82007817855759	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	pass
qc | fastqc-novaseq | Plate_5_D7_22NG7YLT3_S468_L008_R1_001	Plate_5_D7_22NG7YLT3_S468_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	937678.0	0.0	151.0	66.0	31.168888549821546	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D7_22NG7YLT3_S468_L008_R2_001	Plate_5_D7_22NG7YLT3_S468_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	937678.0	0.0	151.0	60.0	35.55387952412319	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_D8_22NG7YLT3_S535_L008_R1_001	Plate_5_D8_22NG7YLT3_S535_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	711379.0	0.0	151.0	69.0	28.50822199276038	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D8_22NG7YLT3_S535_L008_R2_001	Plate_5_D8_22NG7YLT3_S535_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	711379.0	0.0	151.0	62.0	30.262560725711523	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_5_D9_22NG7YLT3_S599_L008_R1_001	Plate_5_D9_22NG7YLT3_S599_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	714238.0	0.0	151.0	60.0	47.93687376276055	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_5_D9_22NG7YLT3_S599_L008_R2_001	Plate_5_D9_22NG7YLT3_S599_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	714238.0	0.0	151.0	58.0	48.65236445973991	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
